Id,CreationDate,PostId,RelatedPostId,LinkTypeId
102009,"2010-10-27 09:13:38",4009,1015,1
102058,"2010-10-27 10:02:57",3989,4017,1
104677,"2010-10-31 22:06:31",4093,222,1
106296,"2010-11-02 19:53:28",4142,4146,1
106602,"2010-11-03 09:09:57",4150,899,1
112612,"2010-11-04 20:10:51",2576,2401,1
116088,"2010-11-05 13:26:28",4172,859,1
122839,"2010-11-07 21:23:52",4298,4220,1
122840,"2010-11-07 21:23:52",4298,3316,1
123791,"2010-11-08 13:03:59",4312,4175,1
124142,"2010-11-08 17:07:23",4175,4312,1
126543,"2010-11-09 20:19:21",4364,4354,1
126569,"2010-11-09 20:20:10",4354,4364,1
131345,"2010-11-12 01:05:10",4466,1980,1
131371,"2010-11-12 01:06:02",1980,4466,1
132522,"2010-11-12 18:35:44",4485,3207,1
132523,"2010-11-12 18:35:44",4485,2917,1
134924,"2010-11-15 00:04:47",4500,4530,1
136400,"2010-11-16 01:24:41",4568,4539,1
136426,"2010-11-16 01:27:37",4569,939,1
137577,"2010-11-17 02:04:27",4606,4298,1
142554,"2010-11-19 12:53:56",4708,2492,1
142955,"2010-11-19 18:55:37",4734,1576,1
143731,"2010-11-20 07:22:34",4753,4267,1
148507,"2010-11-23 22:12:47",4839,3270,1
149433,"2010-11-24 08:17:17",4854,4272,1
149909,"2010-11-24 15:23:39",4877,138,1
151785,"2010-11-26 02:28:34",4914,834,1
151811,"2010-11-26 02:38:57",4914,577,1
151812,"2010-11-26 02:49:02",4914,3392,1
153113,"2010-11-26 20:40:10",4949,4942,1
153839,"2010-11-27 21:53:19",118,354,1
154340,"2010-11-28 16:10:35",4970,4766,1
156886,"2010-11-30 11:26:15",5026,1521,1
156887,"2010-11-30 11:26:15",5026,6,1
159238,"2010-12-02 10:32:08",5078,1797,1
160039,"2010-12-03 05:23:38",5097,5093,1
168040,"2010-12-06 10:30:50",5181,5107,1
170516,"2010-12-06 21:08:37",5191,5011,1
175642,"2010-12-08 10:43:56",5249,5238,1
175668,"2010-12-08 10:44:32",5238,5249,1
180594,"2010-12-09 18:55:54",5306,3702,1
181695,"2010-12-10 10:45:21",5333,5171,1
182821,"2010-12-10 20:34:45",5359,1576,1
185122,"2010-12-12 08:57:36",5382,1848,1
189248,"2010-12-14 03:00:55",5450,5184,1
189774,"2010-12-14 12:01:50",5465,4768,1
190875,"2010-12-14 21:37:07",4991,2149,1
191901,"2010-12-15 16:18:49",5517,152,1
193027,"2010-12-16 01:07:58",5542,1,1
193228,"2010-12-16 03:31:59",5542,5181,1
195354,"2010-12-17 02:04:31",5560,3194,1
195380,"2010-12-17 05:14:00",5572,3466,1
199681,"2010-12-20 08:12:15",5591,1164,1
203933,"2010-12-22 19:16:53",5700,2432,1
204934,"2010-12-23 16:59:38",4172,527,1
206110,"2010-12-24 09:22:15",5724,4334,1
208111,"2010-12-26 00:13:23",5750,5747,1
208962,"2010-12-26 20:51:31",5728,4830,1
213138,"2010-12-30 15:28:18",5819,4220,1
214739,"2010-12-31 13:17:04",4551,5808,1
217790,"2011-01-03 13:13:27",5912,2234,1
218142,"2011-01-03 15:39:49",5912,6,1
218418,"2011-01-03 19:02:13",5918,2306,1
227119,"2011-01-06 14:09:13",6033,5700,1
229245,"2011-01-07 01:23:05",6050,5360,1
231296,"2011-01-07 17:01:57",6066,6050,1
231322,"2011-01-07 17:27:20",6063,4551,1
233298,"2011-01-08 11:26:07",6081,2492,1
233299,"2011-01-08 11:26:07",6081,2824,1
235025,"2011-01-09 00:52:24",6093,421,1
240104,"2011-01-10 20:55:33",6139,5750,1
240605,"2011-01-10 23:23:45",6147,5504,1
242507,"2011-01-11 20:39:46",6169,3921,1
246510,"2011-01-13 16:56:51",6226,5686,1
246936,"2011-01-13 19:34:53",6219,6039,1
247062,"2011-01-13 20:38:45",6234,3158,1
247213,"2011-01-13 22:33:59",6151,3006,1
248389,"2011-01-14 12:51:06",6234,4211,1
248665,"2011-01-14 15:07:52",6243,6096,1
255817,"2011-01-18 12:42:18",6302,6268,1
255868,"2011-01-18 13:45:26",6337,6127,1
256019,"2011-01-18 15:08:22",6342,6337,1
258145,"2011-01-19 14:03:26",6353,2619,1
258646,"2011-01-19 18:21:32",6379,5171,1
259772,"2011-01-20 03:11:20",6400,6308,1
260323,"2011-01-20 11:14:39",6355,6314,1
261149,"2011-01-20 22:36:35",6418,6358,1
261475,"2011-01-21 03:00:17",6421,1883,1
262101,"2011-01-21 16:05:37",6433,5347,1
263953,"2011-01-22 19:55:55",6454,3652,1
265604,"2011-01-23 21:02:17",6475,5617,1
266830,"2011-01-24 09:14:21",6478,5443,1
267056,"2011-01-24 13:23:25",6487,4030,1
268357,"2011-01-25 07:17:08",6499,5782,1
269533,"2011-01-25 19:03:49",6538,414,1
269759,"2011-01-25 20:19:06",1875,2275,1
272210,"2011-01-26 23:48:06",6599,5196,1
272286,"2011-01-27 03:57:02",6601,155,1
272512,"2011-01-27 10:46:55",6604,4517,1
273064,"2011-01-27 16:41:24",2272,2182,1
273990,"2011-01-28 03:21:31",6652,2356,1
274591,"2011-01-28 13:42:10",2641,665,1
274592,"2011-01-28 13:49:56",6664,5700,1
274968,"2011-01-28 21:58:45",6670,168,1
276844,"2011-01-30 23:25:45",2356,6493,1
277470,"2011-01-31 15:02:49",6652,1525,1
277496,"2011-01-31 16:41:29",6753,798,1
277572,"2011-01-31 17:09:40",6753,5573,1
278798,"2011-02-02 05:37:39",2356,2272,1
279749,"2011-02-03 03:21:25",6814,1028,1
279950,"2011-02-03 08:54:35",6807,6780,1
280001,"2011-02-03 10:08:29",2742,6575,1
280202,"2011-02-03 15:32:19",6840,6814,1
281653,"2011-02-04 12:53:22",4350,2981,1
282204,"2011-02-04 15:33:38",6883,6856,1
282255,"2011-02-04 15:41:18",6867,5504,1
282331,"2011-02-04 17:22:27",6876,6807,1
283507,"2011-02-06 23:43:55",6943,3890,1
283783,"2011-02-07 07:21:00",6950,6856,1
283784,"2011-02-07 07:21:00",6950,1812,1
284385,"2011-02-07 18:09:35",6966,1164,1
284411,"2011-02-07 18:20:53",6967,6856,1
284887,"2011-02-08 02:24:03",6976,1980,1
284963,"2011-02-08 04:09:23",6978,6920,1
287515,"2011-02-10 12:45:49",2492,7022,1
287591,"2011-02-10 15:02:28",2492,2516,1
288492,"2011-02-11 04:46:23",6225,3038,1
288619,"2011-02-11 07:49:36",7074,6455,1
288670,"2011-02-11 09:09:36",7084,7022,1
288671,"2011-02-11 09:09:36",7084,2,1
288672,"2011-02-11 09:09:36",7084,2492,1
290023,"2011-02-12 09:00:13",7100,4239,1
290049,"2011-02-12 12:45:45",7112,6478,1
290725,"2011-02-13 09:11:20",7110,812,1
291076,"2011-02-13 19:04:24",7152,1444,1
291077,"2011-02-13 19:30:44",7155,213,1
291078,"2011-02-13 19:30:44",7155,1444,1
291079,"2011-02-13 19:34:36",7153,2770,1
291930,"2011-02-14 08:29:00",7190,4023,1
291931,"2011-02-14 08:32:27",7139,2245,1
292882,"2011-02-15 00:38:53",7225,2121,1
294059,"2011-02-15 18:50:27",7258,7209,1
295635,"2011-02-16 18:01:53",7293,2615,1
295811,"2011-02-16 20:04:50",7307,2547,1
295887,"2011-02-16 21:18:23",7313,7115,1
295913,"2011-02-16 21:19:21",7115,7313,1
296539,"2011-02-17 13:19:55",1432,1412,1
297015,"2011-02-17 17:54:43",7336,3532,1
297066,"2011-02-17 18:18:42",7268,980,1
300143,"2011-02-20 22:12:41",7426,7040,1
301369,"2011-02-21 13:51:50",7450,6780,1
302320,"2011-02-22 02:53:29",7476,2917,1
303321,"2011-02-22 15:52:50",7505,4884,1
304047,"2011-02-23 02:08:14",7476,7426,1
305448,"2011-02-24 00:34:36",7528,7426,1
306149,"2011-02-24 12:43:41",7546,5344,1
306175,"2011-02-24 13:20:24",7521,6330,1
307227,"2011-02-25 11:02:47",7610,3458,1
307478,"2011-02-25 16:28:35",7613,2467,1
307729,"2011-02-25 22:48:52",7638,3623,1
307880,"2011-02-26 01:51:47",7637,3614,1
311781,"2011-02-26 15:05:54",4383,4239,1
319107,"2011-02-26 23:25:15",7668,6795,1
321258,"2011-02-27 03:38:48",6907,7630,1
321259,"2011-02-27 03:43:49",7630,6907,1
327210,"2011-02-27 14:09:22",7675,3874,1
346836,"2011-03-01 03:31:36",7732,7727,1
358039,"2011-03-03 11:33:50",7742,4978,1
358590,"2011-03-03 17:01:31",7829,6763,1
359916,"2011-03-04 07:43:57",7865,7319,1
360117,"2011-03-04 11:46:01",7813,256,1
360293,"2011-03-04 15:52:46",7845,798,1
360294,"2011-03-04 15:58:39",7845,4810,1
360495,"2011-03-04 19:06:54",5733,7515,1
362647,"2011-03-05 22:02:07",7912,7630,1
362648,"2011-03-05 22:02:07",7912,6907,1
362974,"2011-03-06 09:29:10",7923,203,1
362975,"2011-03-06 09:56:37",7919,4612,1
365051,"2011-03-07 16:00:55",7815,2516,1
365052,"2011-03-07 16:01:39",2516,7815,1
365053,"2011-03-07 16:05:24",7959,346,1
367429,"2011-03-08 15:34:34",8021,7977,1
367530,"2011-03-08 16:31:51",8025,1773,1
368081,"2011-03-08 20:28:23",8033,5504,1
368157,"2011-03-08 21:08:20",8029,5913,1
369233,"2011-03-09 12:14:53",8071,3730,1
369759,"2011-03-09 17:09:01",8063,3730,1
370960,"2011-03-10 10:39:31",8103,7258,1
372637,"2011-03-11 10:29:29",8147,5347,1
373613,"2011-03-11 18:50:29",8168,2910,1
373864,"2011-03-11 21:25:18",8159,5026,1
374090,"2011-03-12 00:04:39",8185,7975,1
374316,"2011-03-12 05:41:45",8180,2469,1
374517,"2011-03-12 09:27:27",8196,8192,1
375168,"2011-03-12 19:01:35",8185,7376,1
375344,"2011-03-12 20:42:56",8196,7853,1
375745,"2011-03-13 06:24:56",7853,8196,1
376121,"2011-03-13 12:15:29",8225,138,1
376522,"2011-03-13 15:25:27",8239,8232,1
376548,"2011-03-13 15:26:27",8232,8239,1
376574,"2011-03-13 15:41:33",8239,1761,1
377100,"2011-03-13 22:57:55",8246,5534,1
377726,"2011-03-14 11:35:52",8237,5135,1
379403,"2011-03-15 05:44:31",8299,2828,1
379829,"2011-03-15 09:55:29",8300,5750,1
380555,"2011-03-15 15:07:21",8321,4099,1
380581,"2011-03-15 15:38:39",8321,8237,1
381257,"2011-03-15 22:12:37",8328,6364,1
381633,"2011-03-16 03:52:18",7996,8340,1
382734,"2011-03-16 16:01:28",8340,7996,1
382860,"2011-03-16 16:17:24",8358,8187,1
383486,"2011-03-16 22:54:57",8377,652,1
383512,"2011-03-17 00:22:58",8377,170,1
383688,"2011-03-17 02:56:04",8157,8021,1
383814,"2011-03-17 04:05:18",8335,8358,1
385890,"2011-03-18 00:09:34",8380,7772,1
386716,"2011-03-18 11:36:48",8347,8419,1
387743,"2011-03-19 00:23:09",8470,8419,1
387994,"2011-03-19 04:38:15",8446,7542,1
388020,"2011-03-19 04:48:23",8470,4220,1
388521,"2011-03-19 12:37:55",8483,3386,1
389222,"2011-03-20 00:47:40",8455,2906,1
389723,"2011-03-20 10:52:52",8511,3559,1
390274,"2011-03-20 21:25:51",8524,5171,1
390575,"2011-03-21 05:56:28",8557,8513,1
390576,"2011-03-21 07:48:30",8559,8236,1
392452,"2011-03-22 06:18:34",8581,485,1
392478,"2011-03-22 07:10:57",8586,841,1
392479,"2011-03-22 07:36:39",8604,3400,1
392505,"2011-03-22 07:39:48",8566,7813,1
392656,"2011-03-22 09:17:06",8614,7238,1
392758,"2011-03-22 11:18:37",8617,8358,1
393811,"2011-03-22 23:34:52",8634,7630,1
393812,"2011-03-22 23:34:52",8634,6907,1
394663,"2011-03-23 11:27:58",8661,4832,1
398667,"2011-03-25 14:57:27",8769,3947,1
398918,"2011-03-25 17:42:03",8777,1708,1
399319,"2011-03-26 01:07:46",8784,8718,1
400020,"2011-03-26 16:01:56",8799,8797,1
400796,"2011-03-27 02:11:59",8791,6498,1
401072,"2011-03-27 09:09:00",7430,8104,1
401073,"2011-03-27 09:09:00",7430,8477,1
404049,"2011-03-28 15:37:13",8877,8846,1
404050,"2011-03-28 15:37:13",8877,3634,1
410701,"2011-03-29 13:38:45",8891,6195,1
419927,"2011-03-30 10:41:18",8956,10,1
419928,"2011-03-30 10:41:18",8956,8071,1
419929,"2011-03-30 10:41:18",8956,3730,1
421655,"2011-03-30 14:09:37",8960,8662,1
426956,"2011-03-30 23:00:02",8972,1399,1
427407,"2011-03-30 23:49:42",8987,8899,1
432659,"2011-03-31 14:35:59",9009,1444,1
432660,"2011-03-31 14:35:59",9009,298,1
434586,"2011-03-31 19:03:44",6498,8955,1
435137,"2011-03-31 20:17:46",8036,7467,1
435688,"2011-03-31 22:01:16",9020,7419,1
435914,"2011-03-31 22:47:40",9022,4364,1
437015,"2011-04-01 03:04:21",9027,8502,1
442842,"2011-04-01 16:52:54",9050,2086,1
443668,"2011-04-01 19:29:44",9050,8370,1
447319,"2011-04-02 10:20:17",9074,8370,1
447320,"2011-04-02 10:20:17",9074,7419,1
447396,"2011-04-02 10:27:54",9074,6890,1
448922,"2011-04-02 16:43:58",9062,8774,1
450198,"2011-04-03 01:32:41",5690,6601,1
457826,"2011-04-05 13:11:14",9192,5918,1
458678,"2011-04-05 18:00:41",9213,8742,1
458679,"2011-04-05 18:02:10",9215,1521,1
461880,"2011-04-06 14:41:20",9201,6127,1
462431,"2011-04-06 19:25:10",9278,5092,1
462632,"2011-04-06 20:54:39",9280,9131,1
465408,"2011-04-07 17:12:29",9292,8570,1
465910,"2011-04-07 21:51:47",9327,486,1
466386,"2011-04-08 02:45:29",9333,8586,1
470738,"2011-04-09 14:27:41",9381,9208,1
470789,"2011-04-09 15:24:45",9383,8025,1
471390,"2011-04-09 23:26:11",9377,9396,1
472091,"2011-04-10 09:40:46",2715,8844,1
472617,"2011-04-10 15:07:34",9311,4,1
472618,"2011-04-10 15:09:11",4,9311,1
474519,"2011-04-11 14:59:51",9435,9040,1
474520,"2011-04-11 15:04:34",9427,4220,1
476146,"2011-04-12 04:16:34",9454,203,1
476672,"2011-04-12 07:48:54",9464,4756,1
476698,"2011-04-12 08:21:07",9467,9341,1
476724,"2011-04-12 08:22:27",9341,9467,1
476875,"2011-04-12 10:15:16",9449,6309,1
477351,"2011-04-12 15:23:59",9475,3331,1
477352,"2011-04-12 15:23:59",9475,2777,1
477353,"2011-04-12 15:23:59",9475,3238,1
477629,"2011-04-12 17:30:25",9478,8285,1
477630,"2011-04-12 17:33:03",9478,1112,1
477681,"2011-04-12 18:37:37",6309,9464,1
480132,"2011-04-13 17:28:34",9510,5347,1
481283,"2011-04-14 05:58:16",9544,9341,1
481659,"2011-04-14 10:55:13",9536,7,1
482486,"2011-04-14 18:52:28",8007,7531,1
482862,"2011-04-15 01:36:14",9501,7200,1
483263,"2011-04-15 07:02:48",9573,2492,1
483264,"2011-04-15 07:23:36",9573,1386,1
483790,"2011-04-15 15:13:59",9587,9508,1
487966,"2011-04-18 09:28:33",9667,6275,1
488717,"2011-04-18 16:56:18",9691,9629,1
489093,"2011-04-18 19:23:29",9691,1133,1
489144,"2011-04-18 19:29:21",9691,9685,1
491671,"2011-04-19 18:46:18",9759,5344,1
491722,"2011-04-19 20:00:02",9759,8689,1
493123,"2011-04-20 14:35:07",9775,6005,1
494824,"2011-04-21 05:57:58",9795,9398,1
495825,"2011-04-21 16:31:04",9835,9809,1
496076,"2011-04-21 18:53:01",9841,9797,1
496802,"2011-04-22 02:51:35",9852,8918,1
498103,"2011-04-22 12:58:02",9842,8000,1
498679,"2011-04-22 20:15:55",9871,9590,1
500980,"2011-04-24 07:30:16",9920,4009,1
502881,"2011-04-25 12:57:28",9852,1149,1
505207,"2011-04-26 11:49:10",9987,9573,1
505208,"2011-04-26 11:49:10",9987,7155,1
505334,"2011-04-26 14:11:36",9972,9358,1
506310,"2011-04-27 00:16:30",10013,4030,1
506311,"2011-04-27 00:16:30",10013,6487,1
508012,"2011-04-27 18:37:22",10049,9398,1
508413,"2011-04-27 19:58:29",10055,10005,1
508739,"2011-04-27 21:48:04",10005,10055,1
510390,"2011-04-28 08:39:20",10078,9068,1
511866,"2011-04-28 15:08:53",10088,2597,1
513417,"2011-04-28 19:12:57",10088,9016,1
513418,"2011-04-28 19:12:57",10088,3685,1
513419,"2011-04-28 19:12:57",10088,3713,1
514720,"2011-04-28 22:32:35",10086,30,1
514746,"2011-04-28 22:34:06",10086,40,1
514772,"2011-04-28 22:43:01",10117,242,1
518398,"2011-04-29 06:24:13",10137,10079,1
522676,"2011-04-29 21:17:42",10155,9330,1
526352,"2011-04-30 08:01:48",10162,8000,1
526353,"2011-04-30 08:01:48",10162,9842,1
527254,"2011-04-30 09:41:13",10169,9685,1
533130,"2011-05-01 09:28:25",10191,5617,1
535831,"2011-05-01 20:05:45",10213,8485,1
539957,"2011-05-02 08:14:02",10230,2597,1
542008,"2011-05-02 13:50:01",10238,10030,1
542934,"2011-05-02 16:01:55",10180,9735,1
546285,"2011-05-03 13:18:18",9735,2356,1
547886,"2011-05-03 20:40:19",10121,2746,1
548137,"2011-05-03 22:22:27",10295,9885,1
548163,"2011-05-03 22:35:12",10289,9137,1
548164,"2011-05-03 22:35:55",10289,9358,1
549065,"2011-05-04 15:15:26",10316,3628,1
549066,"2011-05-04 15:15:26",10316,8106,1
549067,"2011-05-04 15:15:26",10316,6740,1
550493,"2011-05-05 05:59:48",10337,5782,1
550794,"2011-05-05 08:11:02",10343,3931,1
551145,"2011-05-05 10:03:20",10347,6890,1
551421,"2011-05-05 12:55:00",10355,7902,1
553347,"2011-05-06 07:33:55",10377,2910,1
554848,"2011-05-06 17:17:52",10425,8807,1
556099,"2011-05-07 01:29:55",10450,10121,1
556850,"2011-05-07 13:59:28",10463,8130,1
565551,"2011-05-10 12:20:59",10539,7959,1
568302,"2011-05-10 17:07:25",8738,10604,1
568303,"2011-05-10 17:09:25",10604,8738,1
568529,"2011-05-10 17:29:14",10608,3458,1
569905,"2011-05-10 20:23:43",10619,10594,1
570006,"2011-05-10 20:50:05",9299,277,1
571982,"2011-05-11 01:15:29",10631,10363,1
573833,"2011-05-11 12:29:47",73,1676,1
576234,"2011-05-11 22:48:58",10669,7815,1
577160,"2011-05-12 05:15:58",10687,534,1
581836,"2011-05-13 07:23:23",10727,5782,1
582488,"2011-05-13 12:43:23",7815,10363,1
